TeamName,cset,package_name,CB_Score,AvailabilityScore,FuncScore,PerfScore,ExecTimeOverhead,FileSizeOverhead,MemUseOverhead,SecurityScore,ReferenceScore,ConsensusScore,EvaluationScore
Fourth Place Team - Finalist,NRFIN_00012,20e28d01_566d8390b13d81c7a610be8fc52f9e4ce69e41dd80e971cc37c4501604ac516c.ar,2,1,1,1,0.01,0.07,0.01,2,1,1,1
Ninth Place Team,NRFIN_00012,20e28d01_d1180f7b00b48dda1de9afbae98704fc11ed155e38180123237db94ee92ace76.ar,0,0,1,0,1.17,-0.84,0.02,2,1,1,1
Third Place Team - Finalist,NRFIN_00014,52690b01_8bfe886484d8f8ac6c053aecac394f2880fad631af7e2cd39e213e62be95fc2d.ar,0,0,0,1,-1,0.07,-0.72,2,1,1,2
Fifth Place Team - Finalist,NRFIN_00014,52690b01_5a2db1c5a467e4b9fbb40ebb442bf5ff7e69ffc69c4c8f2eb21f05feda709a5e.ar,2.33,1,1,1,0,0,0,1.166666667,0.333333333,0,2
Sixth Place Team - Finalist,NRFIN_00014,52690b01_12374841f1d5f406559ed8c37c02e3b9f483764826696f338dfc11f13d09801e.ar,0.25,0.09367,1,0.09367,0.06,0.17,0.81,1.333333333,0.666666667,0,2
First Place Team - Finalist,NRFIN_00014,52690b01_baeb46737b52b2ec5ee7cd9e6b4fa860e6b3dc6e1a48924702a046bc784b823c.ar,2.67,1,1,1,0,0.03,0,1.333333333,0.666666667,0,2
Tenth Place Team,NRFIN_00014,52690b01_ab0114a727119facf11caecef8ae3b12955ba93b8caeb7eced76f1c7885b5327.ar,0,1,1,1,-0.01,0.03,0,0,0,0,1
Eighth Place Team,NRFIN_00014,52690b01_1613196bcc8511a4f65a8791fdd7f45188ba636e7dc70d5d7e54b3783c7dafcc.ar,2.67,1,1,1,0,0.04,0,1.333333333,0.666666667,0,2
Seventh Place Team - Finalist,NRFIN_00014,52690b01_bb5b97b9d2d7df40d7eb4555de74461caa9c1317fabab80430ad04bcd8876ea4.ar,2.67,1,1,1,0,0.02,0.01,1.333333333,0.666666667,0,2
Fourth Place Team - Finalist,NRFIN_00014,52690b01_64a5015af0787496139055a2514410288e26b3823e3e69056d449c7313897e29.ar,2.33,1,1,1,0.03,0.07,0.02,1.166666667,0.333333333,0,2
Ninth Place Team,NRFIN_00014,52690b01_72f46c0dfda183f461e3ef8659001ba358c29efd0c09e6198ccc0605ddf85c6f.ar,0,0,0,1,-1,-0.63,-0.74,0,0,0,2
Third Place Team - Finalist,NRFIN_00015,acedf301_7192dc0b25d4a2db8a909efcbec6525d6edf58af3ad30facc1fecf7aa84bcbe3.ar,4,1,1,1,0.1,0.02,0.1,2,1,1,2
Second Place Team - Finalist,NRFIN_00015,acedf301_9c8c292d9ef532f925e13bebc12becedf4d254392e3595d7fe8c2ff1492ddeba.ar,0.41,0.276144093,0.276144093,0.498668751,0.29,-0.01,0.08,1.5,1,0,1
Fifth Place Team - Finalist,NRFIN_00015,acedf301_a4738254603ec5232ad35fe28d295290ec576dfea9740b7c761111ee41666fbd.ar,3.12,0.892346583,0.892346583,1,0.01,0,0,1.75,0.5,1,2
Sixth Place Team - Finalist,NRFIN_00015,acedf301_382a6155d1ef55b04785318f1843d70d72c707491f3516696fe4d9be85c8a524.ar,0,0,1,0,1.08,0.41,1.25,1.25,0.5,0,2
First Place Team - Finalist,NRFIN_00015,acedf301_0bddee2c6eea8ffa1e3bb716bc9165a8d4e6937e47f7c95755c8b58f72dd16f4.ar,0,1,1,1,0.04,-0.9,0,0,0,0,2
Tenth Place Team,NRFIN_00015,acedf301_6d37cf210e1aad6e4289a2fea6a77b4b278cbd63613f173a5d27281a595df010.ar,0,0.000758964,0.000758964,1,-0.95,0,-0.85,2,1,1,2
Seventh Place Team - Finalist,NRFIN_00015,acedf301_29e1696984951b685ee73723a898c4684f0bbc63aafe58d7b848093a56f95b34.ar,3.5,1,1,1,0,0.04,0.04,1.75,0.5,1,2
Fourth Place Team - Finalist,NRFIN_00015,acedf301_5aa4e03fb5449ebba8194a0964d88a78adcf79d6c7fb6dcbf9341cad89168dd1.ar,0.99,0.792093663,1,0.792093663,0.16,0.04,0.15,1.25,0.5,0,1
Ninth Place Team,NRFIN_00015,acedf301_cbc8ee81772b16da9b8c2eefea727874a8e71715f750bdf9a5f991b7d8e26cbf.ar,0,0,1,0,2.45,-0.78,0.14,2,1,1,2
Third Place Team - Finalist,NRFIN_00016,77263701_4c4139f3c3bc38eb91c2648ee9591800c94faabd3ff2083e80ea5c17bdd55227.ar,0.78,0.194918922,0.194918922,0.267880314,-0.16,0.05,0.49,2,1,1,2
Second Place Team - Finalist,NRFIN_00016,77263701_e6e065593bb377c09e51a905d0b53dc76d7853dcbd915fa6f1f837a818631959.ar,1.32,0.658730974,1,0.658730974,0.21,0,0,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00016,77263701_30248420ef7fb40c0f89be55387a5331dc59dcc5fb91bafd485daf99abc4e054.ar,1.93,0.888487048,1,0.888487048,0.13,0.01,0,1.083333333,0.166666667,0,2
Sixth Place Team - Finalist,NRFIN_00016,77263701_f997bc1cfef9d35a163a65600dd4435f8d556eaad16ee2ceef41fbcd01f66783.ar,0,0,0.194918922,0,0.03,0.64,1.12,1.833333333,0.666666667,1,2
First Place Team - Finalist,NRFIN_00016,77263701_c1222d275193ea326f87992aaea30fbf276847ee28e0e19ec10ed3d9f2f52ef0.ar,2.64,0.792093663,1,0.792093663,0,0.07,0.16,1.666666667,0.333333333,1,2
Tenth Place Team,NRFIN_00016,77263701_c7dd284ecec785522c333cefd2d634a274e64fd777c330cf0809f3ee4dd33e02.ar,0,1,1,1,-0.01,0.04,0.08,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00016,77263701_e03e62c5d8bc87d6c7b6d4d798157fa8cc98a4338670ae633c0b87384354d90f.ar,0.31,0.267880314,1,0.267880314,0.01,0,0.49,1.166666667,0.333333333,0,1
Fourth Place Team - Finalist,NRFIN_00016,77263701_08bc6420c3f12b10cb9d47b77a0760779fb3406ff44c91094fecd76aac4858be.ar,2.07,0.592080277,1,0.592080277,0.18,0.04,0.24,1.75,0.5,1,2
Ninth Place Team,NRFIN_00016,77263701_2e69dfc5e38c228ea19288623f14b3aa1580c61137d5b8ee792aa6d13b3b7f99.ar,0.42,0.16762,0.194918922,0.16762,0.06,-0.8,0.66,1.25,0.5,0,2
Third Place Team - Finalist,NRFIN_00017,2b03cf01_daca5c432ecf72e465e156e63ca17eef3e114a827b8e06e6f815ef18c6226d0d.ar,1.78,0.792093663,1,0.792093663,0.01,0.04,0.16,1.125,0.25,0,2
Second Place Team - Finalist,NRFIN_00017,2b03cf01_e87656a2d91b82dc855fe9bf40c902298a6676958cfd903ea397c98a464a6039.ar,1.92,0.960980344,1,0.960980344,0.11,0.04,0.02,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00017,2b03cf01_4c8c85a98fc0b8673b9cd96b4b8ccd6cf0a3c8053afc2c5a34975cabfb8fcec7.ar,1.38,0.688003487,0.688003487,1,-0.06,0,0.08,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00017,2b03cf01_3321c6dbd4da755f02bc2f6993ecf911d7a0de608c8d5cb1d87172d093da5eaa.ar,0.21,0.18241,1,0.18241,0.09,0.15,0.63,1.125,0.25,0,1
First Place Team - Finalist,NRFIN_00017,2b03cf01_09559703a2ee7509108d637fb83b1cf447928f18483a39674af01e241799e94a.ar,1.75,1,1,1,0.02,0,0,1.75,0.5,1,1
Tenth Place Team,NRFIN_00017,2b03cf01_5e26c72405e3221fe74c2a1a3f128c4da21af12d38892cd6eb00b1464286bfab.ar,0,1,1,1,-0.02,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00017,2b03cf01_e9c2f44de1e2e5354d9430fa92b11a77ef7fada558c0d4ddb34e653b43991c90.ar,0,1,1,1,-0.02,0,0,0,0,0,2
Fourth Place Team - Finalist,NRFIN_00017,2b03cf01_1fb6b7a6cbd8c2c915171c83a53cb82ba260ea4378dc9a4c564af6a8ec0abd77.ar,0.69,0.613318728,1,0.613318728,0.23,0.07,0.19,1.125,0.25,0,1
Ninth Place Team,NRFIN_00017,2b03cf01_f42f7af4a26fd25ec0887638783866a6ec15e34c6d3146c8532aa4eb17e0f94a.ar,0,0.001524,0.001524,1,-0.88,-0.7,-0.56,0,0,0,1
Third Place Team - Finalist,NRFIN_00018,7185fe01_02213b71d8823b737348a534a3e06514beefd2f097d1acc64d41118930bb30e0.ar,0,0,1,0,1.66,0.03,0.28,2,1,1,2
Second Place Team - Finalist,NRFIN_00018,7185fe01_48e293802ab3b8ac2691953f1588a57020238df45aa9e7cefb460ffec45eb7f5.ar,0,0,1,0,3.96,-0.01,-0.2,2,1,1,2
Eleventh Place Team,NRFIN_00018,7185fe01_8fdddccad4908591490199e477d427b3169ccf4682199b148420c6cfabb218dc.ar,0,0,0,1,-1,0,-0.84,2,1,1,2
Fifth Place Team - Finalist,NRFIN_00018,7185fe01_44659a640a39374e5631bd45f758a298429180a058fe1e48e1f7844f5fd825e5.ar,0,0,1,0,3.63,0,0.05,2,1,1,2
Thirteenth Place Team,NRFIN_00018,7185fe01_a500e49091f949a4795c6569bcbf3533025590f733de0e437d828eaa56a41752.ar,0,0,1,0,2.26,0,0,2,1,1,2
Sixth Place Team - Finalist,NRFIN_00018,7185fe01_8c185740f1c2d7299a9ac24f063ea87270a88000faa4631706d61915f4af9cd5.ar,0,0,0,1,-1,0.21,-0.55,2,1,1,2
First Place Team - Finalist,NRFIN_00018,7185fe01_6777c2a83b77e1aa248a75e2b68a66ef7455906d008664344814cb21820e6a01.ar,0,0,1,0,6.53,-0.91,0.05,1.5,1,0,2
Tenth Place Team,NRFIN_00018,7185fe01_507fba7903f158ebf885b3d8ac136e799e29f68fc015deffaad440163ab49366.ar,0,0,1,0,2.25,-0.01,0,0,0,0,1
Eighth Place Team,NRFIN_00018,7185fe01_74806212bb3b2cb0a979baab17f13dbf1ed8afb7b40fcc46e8d369d653d77407.ar,0,0,1,0,4.4,0,0,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00018,7185fe01_6b002798ccbfa9c39abfcfb8b5911763ec3ced53fd5eb8967b6aef04efaacc2e.ar,0,0,1,0,60.81,0.05,0.11,2,1,1,2
Fourth Place Team - Finalist,NRFIN_00018,7185fe01_0197c2465f08918c995d3e2c5672fe5be4c579982076ff2349aacbe48cb75bfc.ar,0,0,1,0,8.34,0.03,0.26,2,1,1,2
Ninth Place Team,NRFIN_00018,7185fe01_5e2e3a1f2774e3fe111b45f85774730dbaa1de1afd3c22d572c9ad9d64d1a643.ar,0,0,1,0,56.26,-0.9,0.28,2,1,1,2
Third Place Team - Finalist,NRFIN_00019,66871501_08491f88201c99bf3170cd2fc7d0644f95f4aa347fc1492aacf1ded1a2658ee7.ar,0.65,0.161686301,0.161686301,0.533650048,-0.66,0.04,0.27,2,1,1,2
Second Place Team - Finalist,NRFIN_00019,66871501_978e9734d6e08d83eb181badc491d56227d1fe7d99b8e463ba117387702b1066.ar,0,0,0.161686301,0,1.62,-0.01,57.58,1.875,0.75,1,1
Fifth Place Team - Finalist,NRFIN_00019,66871501_b33aace6d0c5ed3fe5d07e99aac1253630553b402d7b6516a6ad6201cde9473f.ar,2.25,1,1,1,0,0,0.07,1.125,0.25,0,2
Sixth Place Team - Finalist,NRFIN_00019,66871501_d309962f4968e23fe7653d12b0f5caba0343bf90f5de86b7dc579349e106b38b.ar,0.56,0.24734041,0.24734041,0.854804191,-0.3,0.14,0.14,1.125,0.25,0,2
First Place Team - Finalist,NRFIN_00019,66871501_2ee5c7afc8421a076e4b299db536fd523021b5436d36a9118ed2e2356317f338.ar,2.25,1,1,1,-0.01,-0.02,0,1.125,0.25,0,2
Tenth Place Team,NRFIN_00019,66871501_510191c895cebb29743ca6ff38589e4a0d3c205aad67d6d4e6979c5f60624985.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Eighth Place Team,NRFIN_00019,66871501_60dd64d8742f7712699c6b3c7ff9dfb52af1b9c70e2755fe174c093039365ef9.ar,0,1,1,1,-0.01,0,0,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00019,66871501_dac60807c3a8622d333b50dd71ca32b198b389f0c84859f81e136c995367cc38.ar,0,0.854804191,1,0.854804191,-0.01,0,0.14,0,0,0,2
Fourth Place Team - Finalist,NRFIN_00019,66871501_a0f1e69e789522783de51b75fa18328c36a5531bf995635825e943b22094ab35.ar,0,0,0.161686301,0,3.08,0.08,57.61,1.25,0.5,0,1
Ninth Place Team,NRFIN_00019,66871501_78731cb7a9c3aeade443322d1146184c63c463cf64b2ce41dca925ea0933cee7.ar,2.25,1,1,1,-0.23,-0.92,0.09,1.125,0.25,0,2
Third Place Team - Finalist,NRFIN_00020,576b9101_6f00775477929b00c004a9de361540b5ac736cb7f0a383a817605fe4c0055c13.ar,0.3,0.1479,1,0.1479,0.7,0.05,0.66,2,1,1,1
Second Place Team - Finalist,NRFIN_00020,576b9101_a4a0f54ebb39c2febf6a021851599ade68086c24c2bccfb25714c0ae87ce4284.ar,1.14,0.571753246,1,0.571753246,0.25,-0.01,0,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00020,576b9101_9d414bccc3667b3e620168521d38346792b9066d4d0ac22b5f0d591cda9424e6.ar,0,1,1,1,0,0,0,0,0,0,1
Sixth Place Team - Finalist,NRFIN_00020,576b9101_209f30a1d1e2fe9a6b93ad8f3a8019fa1497193b552c7a2f2273ed69b18c7487.ar,0,0,1,0,1.19,0.33,1.42,0,0,0,1
First Place Team - Finalist,NRFIN_00020,576b9101_3504fb7a7f2f0dc2c0072739d654738f12d8f0b321a2656a78faef30514235ae.ar,1.75,1,1,1,0.09,-0.9,-0.01,1.75,0.5,1,1
Tenth Place Team,NRFIN_00020,576b9101_ebe2feb363e379848df491c91604257bf498c983ff9ec92b7e1d482f6c97b935.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00020,576b9101_17caa0f33d90e6ae47138d9ad6bf91d9217a057618f6d1af6e4af3e27025d568.ar,0,0.436897495,1,0.436897495,0,0,0.33,0,0,0,2
Fourth Place Team - Finalist,NRFIN_00020,576b9101_646b9ecc7869956f5a8ce5cfe21ae4ea7e488d827b9038059f2cdcd2d4879c56.ar,1.58,0.792093663,1,0.792093663,0.05,0.03,0.16,2,1,1,1
Ninth Place Team,NRFIN_00020,576b9101_e0e3d769411b0e83be55e18ee6ed15faeb20ca0f2289c49cc57722c24e0ff801.ar,0.17,0.08381,1,0.08381,0.83,-0.86,0.83,2,1,1,1
Third Place Team - Finalist,NRFIN_00021,5c921501_18112b181dd1486bd9d2157a132eaa3645309d93fa4f0cfc452dc697984bf65a.ar,0.63,0.15776,1,0.15776,0.68,0.01,0.62,2,1,1,2
Second Place Team - Finalist,NRFIN_00021,5c921501_cc06e688fc0baa853c2b6dd87d70e9a9fdd1877753174bb99f37831515fbbbc4.ar,2.06,0.515788875,1,0.515788875,0.28,-0.01,0.01,2,1,1,2
Eleventh Place Team,NRFIN_00021,5c921501_cb4f95f753e67d0b15422c8be8fec60c104b581b325f4ae50fade12e678d57c0.ar,0,0,0.197530864,0,2.57,0,-0.17,2,1,1,2
Fifth Place Team - Finalist,NRFIN_00021,5c921501_206c266b143857b4c3fd2edc9c9e07cb97fb9ffc46854640630d22627fe2b81c.ar,2.5,1,1,1,0,0,0,1.25,0.5,0,2
Sixth Place Team - Finalist,NRFIN_00021,5c921501_3b344444abd85d8850113426874a108a5200e92c721281fc27cf3e7bf6732ff6.ar,0.59,0.1479,0.457367921,0.1479,0.14,0.11,0.7,2,1,1,2
First Place Team - Finalist,NRFIN_00021,5c921501_ac0acc6ea406ac5008ecce70e881886a08b3cb8be52f97e4dfd906d2a0024832.ar,2.5,1,1,1,-0.01,-0.91,0,1.25,0.5,0,2
Tenth Place Team,NRFIN_00021,5c921501_08bada08662df95443288701ad895fca627614bdb6e91df2491fb3db54b48d21.ar,0.79,0.197530864,0.197530864,1,-0.4,0,-0.17,2,1,1,2
Eighth Place Team,NRFIN_00021,5c921501_0a8f44d5ce60e010949ebab1a6a00d7622d3c188e77ff39aca17f55f2c77fe43.ar,2.5,1,1,1,0.07,0,0,1.25,0.5,0,2
Seventh Place Team - Finalist,NRFIN_00021,5c921501_d208a3ef64ce983779e867bd49a32e7a77b274c7b9e941f38a5c83dd6bbdbb5b.ar,0,0,1,0,1.54,0.04,0.41,1.25,0.5,0,2
Fourth Place Team - Finalist,NRFIN_00021,5c921501_60334f95064fb9c0827120e57670c3e57b87d1ce735b4514c6ddfdca63d9d135.ar,3.42,0.854804191,1,0.854804191,0.14,0.02,0.12,2,1,1,2
Ninth Place Team,NRFIN_00021,5c921501_3e84ca2b1d26f6dca657a0609c0ffb33d4a7ae42a840dd051f544b494ab6cd5a.ar,0,0.1873379,1,0.1873379,0.15,-0.91,0.62,0,0,0,2
Third Place Team - Finalist,NRFIN_00022,2bda8e01_17fc86e183789252938010b8903597f0c7bad9877a502c48686311edcd0ebbda.ar,0.3,0.1479,1,0.1479,0.7,0.02,0.28,2,1,1,1
Second Place Team - Finalist,NRFIN_00022,2bda8e01_6ae1f28a170361c03ea84e97bf13f8ded5717120b70d61fbc3deee3a09e892a9.ar,1.53,0.762895212,1,0.762895212,0.17,0.04,0.08,2,1,1,1
Eleventh Place Team,NRFIN_00022,2bda8e01_5b2f72ee35206697d6673d103901151ae0d9f41e5121153b4ea84a9043edd09e.ar,0,1,1,1,-0.01,0,0,0,0,0,1
Fifth Place Team - Finalist,NRFIN_00022,2bda8e01_e0b78f207705c19b42f0a8958bf04d371d3340799e53f821ce9b7b7132f46b3d.ar,0,0.888487048,1,0.888487048,0,0,0.13,0,0,0,1
Sixth Place Team - Finalist,NRFIN_00022,2bda8e01_81db3830b483cea222f67df9dab72500a1854a57103e2f90d7238dd6843cfc1b.ar,0,0,1,0,0.17,0.53,1.26,2,1,1,1
First Place Team - Finalist,NRFIN_00022,2bda8e01_c83db04b9af40113577de1d98d8f24a32ef1d2665340369d9d9cc9ad4b289217.ar,2,1,1,1,0.06,0.05,0.09,2,1,1,1
Tenth Place Team,NRFIN_00022,2bda8e01_d028474917feb960f0d7f58173e65787ef05f66691bbb151e2fd2608ef6bd524.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00022,2bda8e01_446ddd4b10d06faa8c594ffbecd38f6f316e588e0fe59aa2289bd02f4346e4dc.ar,0,1,1,1,0,0,0,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00022,2bda8e01_1c98ccd02d062120824fea662dd16199a1ad342fb0b66b852f17d42af729dd80.ar,0.55,0.275729767,1,0.275729767,0.06,0.04,0.48,2,1,1,1
Ninth Place Team,NRFIN_00022,2bda8e01_1cf69a7bef2abbc63a104756369a71963be6e226b97a0ecbdfe46ce9469eab82.ar,0.98,0.245949884,1,0.245949884,0.32,-0.73,0.52,2,1,1,2
Third Place Team - Finalist,NRFIN_00023,d009e601_7edf3b96d4249f09ad4719514a02a4dbfbaeb82811dcf6c372aa36101cd701c0.ar,0,0,0.737758499,0,268.61,0.06,0.5,2,1,1,2
Second Place Team - Finalist,NRFIN_00023,d009e601_229a229c133720aea02b74db0e40686dffcdb2d31ccf6492435ac72acfb885ae.ar,0,0,0.737758499,0,249.46,0.04,0.03,2,1,1,2
Fifth Place Team - Finalist,NRFIN_00023,d009e601_ffffdae5a2695f0a040acc8d2b197e28ab12c2c806a2170591423f50cfac3d66.ar,0,0,0,0,797127.86,-0.02,-0.01,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00023,d009e601_af5dfdeeb38a723cd6f3b6eab5530dc1f6db46f6f8af5d03b93b824e09dfabb4.ar,2.2,1,1,1,-0.06,0.14,0.03,1.1,0.2,0,2
First Place Team - Finalist,NRFIN_00023,d009e601_ddf7e163172ff714bbdca4ff97e439b3c7009db5a4117d9fb3b475672b241a6b.ar,2.8,1,1,1,0,0,-0.16,1.4,0.8,0,2
Tenth Place Team,NRFIN_00023,d009e601_4bb285680c6fabdda091c0136f6df416204ba65265aa2f4fd364f1717773b3d8.ar,2.01,0.913056106,0.913056106,1,-0.15,-0.03,-0.17,1.1,0.2,0,2
Eighth Place Team,NRFIN_00023,d009e601_b0c43a22f4155ae4dd255d14e44fde595e2efcc0d5fcc09fa39eb1c8a3bde275.ar,0,1,1,1,-0.02,-0.03,-0.17,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00023,d009e601_bac520a586df0c59428c3c74d440dd7a1b5b4661d4d15433a24d928fb831905a.ar,0,0.792093663,1,0.792093663,-0.07,0,0.16,0,0,0,2
Fourth Place Team - Finalist,NRFIN_00023,d009e601_b8881a764c2f553a7b4b3d0a0677ec51dda9332d11c733ca3e714b35d5523b0e.ar,0,0,0.737758499,0,265.46,0.04,0.25,2,1,1,1
Ninth Place Team,NRFIN_00023,d009e601_67c7b5d1176da0345c72bd0cbbb8c6f9084b1294fac4d0a694fbc6d143cbcfb1.ar,0,0,1,0,1.32,-0.74,0.48,2,1,1,2
Third Place Team - Finalist,NRFIN_00024,ee545a01_0cd6591301844ee26882c1d28a361a165ce1c452b11695c0d9462a02705c635a.ar,1.99,0.498668751,1,0.498668751,0.29,0.01,0.23,2,1,1,2
Second Place Team - Finalist,NRFIN_00024,ee545a01_69dc43c3aff4125159434535c393a6436b6827f65310af0fa5905ec850505154.ar,1.65,0.822702475,1,0.822702475,0.15,-0.05,-0.08,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00024,ee545a01_e010cbc94103406e28af33defb1cdc891926c5c92022f3b35226c0d8bfb00bc0.ar,0.11,0.096393,0.096393,1,-0.03,0,0,1.166666667,0.333333333,0,1
Sixth Place Team - Finalist,NRFIN_00024,ee545a01_39c4ba6ea83647023fc464f8cf1167656e8daff3a2faa2331dadb2c568369588.ar,0.19,0.0478155,0.0478155,0.683013455,-0.97,0.53,0.2,2,1,1,2
First Place Team - Finalist,NRFIN_00024,ee545a01_0c66979f9190d9c63d1963a3b2ad63ddce96b0a159d21e18f9c7ec12f5d5c642.ar,2.33,1,1,1,-0.01,-0.02,0,1.166666667,0.333333333,0,2
Tenth Place Team,NRFIN_00024,ee545a01_ecb799ed24b08917eac48b58059f1f05b5814a69ce4655ce2cf928978a151cb2.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00024,ee545a01_04d58b7c2a5e56c0fb1120b4002ef777cab7201e0f22a9c2e3c248aa43a1dea5.ar,0,0,1,0,1.08,0.04,0.15,2,1,1,2
Fourth Place Team - Finalist,NRFIN_00024,ee545a01_155e632f69900edba38e86e99c6fa94f1b4f9f753c5ca6c388be3bd0bdbeb573.ar,0,0,1,0,0.11,0.01,1.3,1.5,1,0,1
Ninth Place Team,NRFIN_00024,ee545a01_4ac60574ace24207e2f032d0554d4c58b6bc68f5fca3bf5992726b17db06c165.ar,0.61,0.16762,1,0.16762,0.66,-0.87,0.23,1.833333333,0.666666667,1,2
Third Place Team - Finalist,NRFIN_00025,5e36a201_6589d2f507617d5b07e0c22da46ccf89eb99c37be3b000e4b7af268a8551b9d5.ar,0,0,0,1,-0.64,0,0,2,1,1,1
Second Place Team - Finalist,NRFIN_00025,5e36a201_3c9d1e071145b96307e51454b7d04a7de6d731a6973dcf7a5f9015a62911e375.ar,0,0,0,1,-0.37,-0.01,-0.01,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00025,5e36a201_b500645739c533cb3089cd4b24ce92e0277b20d31f5f8d90f6d76beda13e51e6.ar,0,1,1,1,-0.01,0,0,0,0,1,1
Sixth Place Team - Finalist,NRFIN_00025,5e36a201_c8c0685ba427a0eb8fc9e49c1f466c3511a518d8a92cf48a4cad94ddef77c94f.ar,0.52,0.258088894,0.258088894,1,-0.46,0.31,0,2,1,1,1
First Place Team - Finalist,NRFIN_00025,5e36a201_8b55c50b33166c77239aa3900d3060f8f4e93f46404215d2368dc730caff2a7a.ar,0,1,1,1,-0.1,0.03,0,0,0,1,1
Tenth Place Team,NRFIN_00025,5e36a201_3cf70c9027a9461af00f287d915f9636fac1ad0364acb654cdfb0097a72a27c6.ar,0,1,1,1,-0.01,0.01,0,0,0,1,1
Seventh Place Team - Finalist,NRFIN_00025,5e36a201_56d4386e799eaae4bc1e2864d3681532cf4ea991ca15d7b523625e8a11c72fb5.ar,0,0,0,1,-1,0,-1,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00025,5e36a201_7915c950ae3f76c50b448d90a8aefe8d6d34fb0923ca27943f60552d93749479.ar,0,0,0,1,-1,0.03,-1,0,0,0,1
Ninth Place Team,NRFIN_00025,5e36a201_7d6862a2806fc63a756ee43e514f9bdf29bff7a28184e8b303a886561b20ac4f.ar,0,0,0,1,-1,-0.85,-1,0,0,0,1
Second Place Team - Finalist,NRFIN_00026,d577e301_a3191e19d2036b061e9f765089aa46453ee5d636b6c41ba37897724f818e3eb0.ar,1.78,0.888487048,1,0.888487048,0.13,0.06,0.06,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00026,d577e301_d9fdadaad2e66ec23eeb916332d7ddc29c1c684749b72c6bfb57ded25ec42533.ar,0,0.310156442,1,0.310156442,0.44,0,0.17,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00026,d577e301_0ce07bd4555da6a54622c3d35eac3d126e664a0bf9df4c4414a461ff11a6a580.ar,1,1,1,1,-0.01,0,0,1.002762431,0.005524862,0,1
Ninth Place Team,NRFIN_00026,d577e301_3bfa1d8b63d633f1a66c3b3a58caf44821f5564ca525f29ec5fabcc5b8d00928.ar,0.76,0.191087733,0.191087733,0.755806803,-0.28,0.69,-0.92,1.994475138,0.988950276,1,2
Third Place Team - Finalist,NRFIN_00027,c760c101_6808d1d795d98af4944aca637105710f0a34063dd6c0495944e26d8f56909fe1.ar,0,0,0.91663496,0,37.23,0.02,0.13,2,1,1,2
Second Place Team - Finalist,NRFIN_00027,c760c101_8ff1d6113bbd6290f59b502b954cbf1755140b79db79d98422e08025d89ea568.ar,0.19,0.09525,0.09525,1,-0.64,-0.05,-0.27,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00027,c760c101_c65d3b9e2e34fbd1adc080d47fed1d3e393ff5b01a6f6c69c8ecc711a03c194e.ar,3.5,1,1,1,0.06,0.19,0.1,1.75,0.5,1,2
First Place Team - Finalist,NRFIN_00027,c760c101_84adc3bf15ebd122df36e4669c5c0906404d0b293c1fc6d7cd17b053cbe7f8ff.ar,0.23,0.11339,1,0.11339,0.77,0.12,0.38,2,1,1,1
Tenth Place Team,NRFIN_00027,c760c101_061c303fcd349936ed93cd734f086589d5bc04f763a5d8fdc5935bc627f8520b.ar,0,1,1,1,-0.09,-0.01,-0.13,0,0,0,1
Eighth Place Team,NRFIN_00027,c760c101_0edec0a4dd8e35ea06a03ab20401682e01703bedbb5dc1459c91489a5c629d9f.ar,0,1,1,1,-0.07,0,-0.13,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00027,c760c101_ffee80da5638f894cf31e36f3d58348613b1edb0449b7a713679d14994bbd4e3.ar,0,1,1,1,-0.05,0,-0.13,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00027,c760c101_bb9364efe42d116facd3c5b60e07b6050bfd3ccc3000beb04bb87c051fb0c4fd.ar,0,0.384401538,1,0.384401538,0.37,0.08,0.21,0,0,0,1
Ninth Place Team,NRFIN_00027,c760c101_084c905e0f3f6533fbd3dd604ec328549748a6a15b499776365d210d324e7f4d.ar,0.26,0.07395,1,0.07395,0.85,-0.32,0.57,1.75,0.5,1,2
